namespace,pod,container,timestamp,cpu-average
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731806520000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731806580000,0.0003475328718373
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731806640000,0.0001144348192511
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731806700000,0.0003835555463444
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731806760000,9.389961277721362e-05
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731806820000,0.0005296753323142
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731806880000,0.0001860089698537
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731806940000,0.0003975818604509
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731807000000,0.0002097128998347
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731807060000,0.0004721326573726
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731807120000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731807180000,0.0002895368150387
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731807240000,0.0001848286560434
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731807300000,0.0003532983718927
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731807360000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731807420000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731807480000,0.0001058540269341
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731807540000,0.0001539799101718
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731807600000,0.0004257823574957
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731807660000,9.663778301751816e-05
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731807720000,0.0003158319567565
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731807780000,0.0001493603108173
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731807840000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731807900000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731807960000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731808020000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731808080000,0.0001910370602671
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731808140000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731808200000,0.000116707592331
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731808260000,0.0001773191129347
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731808320000,0.0001440156174638
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731808380000,0.0005561024028477
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731808440000,0.0001032078319166
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731808500000,0.0003814001292016
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731808560000,0.0001854212692446
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731808620000,0.0002892527082785
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731808680000,0.0001637665185188
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731808740000,0.0005472084103751
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731808800000,8.65005197600287e-05
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731808860000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731808920000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731808980000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731809040000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731809100000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731809160000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731809220000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731809280000,0.0001202844405408
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731809340000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731809400000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731809460000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731809520000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731809580000,0.0001119990100445
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731809640000,0.000122793530738
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731809700000,8.83054573997627e-05
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731809760000,0.0006307747806615
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731809820000,0.0001246132288805
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731809880000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731809940000,0.0001285346172508
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731810000000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731810060000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731810120000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731810180000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731810240000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731810300000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731810360000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731810420000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731810480000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731810540000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731810600000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731810660000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731810720000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731810780000,0.0003958417630933
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731810840000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731810900000,0.0004881670981404
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731810960000,0.0001703869271776
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731811020000,0.0003168304914001
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731811080000,7.008261979447989e-06
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731811140000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731811200000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731811260000,7.337781536585594e-05
